t,sensor_id,value
5.0,TC19,1065.530719831698
5.0,TC20,972.1404458762445
6.0,TC01,1104.4237476430594
6.0,TC02,1080.679465851326
6.0,TC03,1233.2628361648685
6.0,TC04,1195.984143448034
6.0,TC05,1103.7311428120936
6.0,TC06,1175.5199259387928
6.0,TC07,1109.3631783051055
6.0,TC08,1223.016647747686
6.0,TC09,1159.4932760301606
6.0,TC10,1174.773076866021
6.0,TC11,1225.4347415339573
6.0,TC12,1293.7454074956217
6.0,TC13,1224.5366931400886
6.0,TC14,1307.7577636793305
6.0,TC15,1242.6218663180462
6.0,TC16,1237.9134244190448
6.0,TC17,858.2743611182394
6.0,TC18,896.2416115171736
6.0,TC19,1067.5369721084933
6.0,TC20,972.903567265082
7.0,TC01,1102.6789427702101
7.0,TC02,1082.4935813825425
7.0,TC03,1232.4165326673458
7.0,TC04,1198.3949339710482
7.0,TC05,1105.197722548075
7.0,TC06,1177.7841691414185
7.0,TC07,1110.3754653461206
7.0,TC08,1220.5442018392894
7.0,TC09,1159.7628852952612
7.0,TC10,1174.2481982245952
7.0,TC11,1227.4603494375463
7.0,TC12,1293.9018089845463
7.0,TC13,1225.0825134121467
7.0,TC14,1306.9740723853984
7.0,TC15,1241.2478762194921
7.0,TC16,1238.7288537412394
7.0,TC17,855.014689565232
7.0,TC18,893.0638530019288
7.0,TC19,1064.6560288945566
7.0,TC20,972.7071230954713
8.0,TC01,1103.6286758548845
8.0,TC02,1082.6031215619932
8.0,TC03,1233.7716816825775
8.0,TC04,1194.9798229707312
8.0,TC05,1104.0971326136255
8.0,TC06,1175.5002495452316
8.0,TC07,1110.3791832805418
8.0,TC08,1222.642691320804
8.0,TC09,1158.7945507018696
8.0,TC10,1174.646314276967
8.0,TC11,1227.0431463139876
8.0,TC12,1295.6589033401872
8.0,TC13,1228.0943557356736
8.0,TC14,1306.7389732285396
8.0,TC15,1245.3951138411708
8.0,TC16,1237.3350954734092
8.0,TC17,854.1521448272025
8.0,TC18,894.5409492894275
8.0,TC19,1066.4033758605747
8.0,TC20,975.9982730355493
9.0,TC01,1101.1454837989675
9.0,TC02,1083.7366714906032
9.0,TC03,1231.9768282109815
9.0,TC04,1198.3181323022616
9.0,TC05,1105.5362143638024
9.0,TC06,1176.1833774167433
9.0,TC07,1108.1228901397274
9.0,TC08,1224.2230754556779
9.0,TC09,1158.4465878048095
9.0,TC10,1176.644678283004
9.0,TC11,1227.1822853226502
9.0,TC12,1295.1495792339945
9.0,TC13,1224.341402937858
9.0,TC14,1308.9824687965845
9.0,TC15,1242.449490120731
9.0,TC16,1239.4885632263172
9.0,TC17,855.1884897327872
9.0,TC18,897.4013682493292
9.0,TC19,1068.376523507127
9.0,TC20,973.5156462870876
10.0,TC01,1105.736477626148
10.0,TC02,1085.7890013005033
10.0,TC03,1235.085009140679
10.0,TC04,1197.7836034556094
10.0,TC05,1105.510095251538
10.0,TC06,1174.3966042582647
10.0,TC07,1110.4404335317504
10.0,TC08,1223.4227280076811
10.0,TC09,1161.2229887859971
10.0,TC10,1172.880119109061
10.0,TC11,1224.7898945801408
10.0,TC12,1295.1655810925058
10.0,TC13,1222.069558312994
10.0,TC14,1308.0753045734905
10.0,TC15,1242.9801423674078
10.0,TC16,1237.4789452441753
10.0,TC17,857.5477230310906
10.0,TC18,897.0734826940735
10.0,TC19,1065.4153718626253
10.0,TC20,972.312241711653
11.0,TC01,1102.638295566528
11.0,TC02,1081.7616622755754
11.0,TC03,1237.2257428378248
11.0,TC04,1195.9447460914985
11.0,TC05,1103.0295841296443
11.0,TC06,1177.5046877383145
11.0,TC07,1110.829590514723
11.0,TC08,1222.171014832427
11.0,TC09,1158.1475674827498
11.0,TC10,1174.2505538888838
11.0,TC11,1225.2451402274737
11.0,TC12,1297.471500252263
11.0,TC13,1226.1919796167329
11.0,TC14,1308.83914206576
11.0,TC15,1242.4020282025572
11.0,TC16,1237.6297125012065
11.0,TC17,856.6596127821738
11.0,TC18,893.6638573625545
11.0,TC19,1065.4036734807648
11.0,TC20,972.0398496529921
12.0,TC01,1105.4841798572206
12.0,TC02,1084.7967646354898
12.0,TC03,1234.5582630247911
12.0,TC04,1194.762506328958
12.0,TC05,1102.681231773068
12.0,TC06,1177.048550771217
12.0,TC07,1112.5423788158998
12.0,TC08,1225.524458591597
12.0,TC09,1157.010211569534
12.0,TC10,1176.1243412683627
12.0,TC11,1226.7172326418988
12.0,TC12,1294.8651795615453
12.0,TC13,1225.5584534909335
12.0,TC14,1307.2915159918261
12.0,TC15,1242.401504158391
12.0,TC16,1237.8782352206865
12.0,TC17,857.0816046922848
12.0,TC18,897.087254118432
12.0,TC19,1066.6870208318614
12.0,TC20,974.9509827321417
13.0,TC01,1102.1152051575943
13.0,TC02,1084.4911315289519
13.0,TC03,1232.166201276462
13.0,TC04,1196.2904343533257
13.0,TC05,1105.3540389259467
13.0,TC06,1174.9933615503976
13.0,TC07,1110.331784148471
13.0,TC08,1222.8910094087141
13.0,TC09,1160.783640674767
13.0,TC10,1174.581656387423
13.0,TC11,1228.6653851752062
13.0,TC12,1297.935193260252
13.0,TC13,1226.511812728096
13.0,TC14,1308.4013408830315
13.0,TC15,1243.4849301730515
13.0,TC16,1238.5123614887298
13.0,TC17,858.2294044192831
13.0,TC18,895.8779502078019
13.0,TC19,1067.21053492912
13.0,TC20,973.368832960226
14.0,TC01,1103.857446382698
14.0,TC02,1083.1657411083384
14.0,TC03,1236.0811594716097
14.0,TC04,1195.8943443099704
14.0,TC05,1101.4990398920138
14.0,TC06,1176.1262431054631
14.0,TC07,1111.4948931412234
14.0,TC08,1225.4957628186753
14.0,TC09,1160.6857487087377
14.0,TC10,1172.298803752114
14.0,TC11,1225.8323970608212
14.0,TC12,1297.6676400479835
14.0,TC13,1226.7578206056387
14.0,TC14,1312.2821115651866
14.0,TC15,1242.4096208171102
14.0,TC16,1238.324434689021
14.0,TC17,858.3596728284359
14.0,TC18,895.5525576154672
14.0,TC19,1068.4280730821754
14.0,TC20,973.3852931561935
15.0,TC01,1103.0184447934446
15.0,TC02,1082.4920196132387
15.0,TC03,1236.078470889878
15.0,TC04,1195.1663093908319
15.0,TC05,1105.337390117825
15.0,TC06,1180.6073522084964
15.0,TC07,1108.9581202284564
15.0,TC08,1225.3878915336404
15.0,TC09,1160.0302388224957
15.0,TC10,1174.0970973287165
15.0,TC11,1228.3959844053793
15.0,TC12,1297.2219263745776
15.0,TC13,1224.787193126669
15.0,TC14,1309.7555364928278
15.0,TC15,1245.6609615366106
15.0,TC16,1239.015246322246
15.0,TC17,856.9206768679987
15.0,TC18,896.2381303727465
15.0,TC19,1067.1244118872387
15.0,TC20,975.9561051530271
16.0,TC01,1103.3445045439619
16.0,TC02,1083.4836621111342
16.0,TC03,1233.5948108094394
16.0,TC04,1194.234462795282
16.0,TC05,1102.9441503218623
16.0,TC06,1176.004288998004
16.0,TC07,1111.396863533302
16.0,TC08,1221.053257552075
16.0,TC09,1155.73471530103
16.0,TC10,1175.8749312002658
16.0,TC11,1231.1888643987475
16.0,TC12,1298.0063939217036
16.0,TC13,1225.7355473065581
16.0,TC14,1307.5628088180792
16.0,TC15,1247.3057131578807
16.0,TC16,1240.0556767423843
16.0,TC17,858.8548408048503
16.0,TC18,896.3681374855107
16.0,TC19,1067.1620913871134
16.0,TC20,973.6649202499184
17.0,TC01,1103.3579893421334
17.0,TC02,1086.5445719165766
17.0,TC03,1237.153445119908
17.0,TC04,1193.774773999417
17.0,TC05,1102.9304300059646
17.0,TC06,1176.935802197353
17.0,TC07,1113.3508410985562
17.0,TC08,1225.380787069112
17.0,TC09,1161.033334645385
17.0,TC10,1174.434964514896
17.0,TC11,1227.8140150534368
17.0,TC12,1297.2357852211617
17.0,TC13,1225.9459920006361
17.0,TC14,1308.8365368212649
17.0,TC15,1243.0805931848145
17.0,TC16,1241.8924386519511
17.0,TC17,859.5997770025217
17.0,TC18,896.2782382175499
17.0,TC19,1067.8720602161677
17.0,TC20,972.7692755172072
18.0,TC01,1103.1158993629356
18.0,TC02,1086.0273851505435
18.0,TC03,1233.1220017287912
18.0,TC04,1197.9628163560521
18.0,TC05,1102.0820713639057
18.0,TC06,1180.803612872823
18.0,TC07,1111.291949833086
18.0,TC08,1224.2388843580948
18.0,TC09,1160.2938802279511
18.0,TC10,1176.5271981670858
18.0,TC11,1229.2495963064164
18.0,TC12,1294.1234603909777
18.0,TC13,1226.731908882442
18.0,TC14,1309.3007755439232
18.0,TC15,1242.9905546710893
18.0,TC16,1239.1743032109223
18.0,TC17,859.156000238902
18.0,TC18,895.4328039004811
18.0,TC19,1069.099384297246
18.0,TC20,975.521290013085
19.0,TC01,1104.4440585487423
19.0,TC02,1086.0937978092302
19.0,TC03,1232.8694491578146
19.0,TC04,1195.3041190241468
19.0,TC05,1106.1452950793503
19.0,TC06,1177.3274053351909
19.0,TC07,1111.354898746341
19.0,TC08,1221.698066412933
19.0,TC09,1158.831282034264
19.0,TC10,1178.0563558757249
19.0,TC11,1229.716608569405
19.0,TC12,1297.1546759113373
19.0,TC13,1225.782723145194
19.0,TC14,1309.93946649895
19.0,TC15,1245.7039453808206
19.0,TC16,1239.4769404166098
19.0,TC17,858.9614675633348
19.0,TC18,899.7142086336983
19.0,TC19,1068.7911288333962
19.0,TC20,974.1356124655289
20.0,TC01,1105.1531727175627
20.0,TC02,1082.4308274676457
20.0,TC03,1235.6940219596613
20.0,TC04,1198.3248281243668
20.0,TC05,1106.1034297036085
20.0,TC06,1179.489595740346
20.0,TC07,1113.6866587965433
20.0,TC08,1224.665768023207
20.0,TC09,1161.1128244519168
20.0,TC10,1176.9624273576899
20.0,TC11,1227.545332764558
20.0,TC12,1298.6474865095092
20.0,TC13,1226.758763571227
20.0,TC14,1310.9600303786467
20.0,TC15,1245.5688994725865
20.0,TC16,1239.9491190931765
20.0,TC17,858.5134505824245
20.0,TC18,896.7516486032494
20.0,TC19,1069.7879553666542
20.0,TC20,973.8047040140895
21.0,TC01,1106.5516957670588
21.0,TC02,1085.2478262888894
21.0,TC03,1236.3821665289404
21.0,TC04,1198.8991667488226
21.0,TC05,1105.821283875932
21.0,TC06,1180.3301498961853
21.0,TC07,1111.8241083437358
21.0,TC08,1226.2609318687644
21.0,TC09,1159.9741128195203
21.0,TC10,1179.0067419870493
21.0,TC11,1228.7283800466105
21.0,TC12,1296.8369513111268
21.0,TC13,1225.4850586743612
21.0,TC14,1308.96894560264
21.0,TC15,1244.2923908283456
21.0,TC16,1241.267434884841
21.0,TC17,860.7923669275973
21.0,TC18,897.0514933177141
21.0,TC19,1066.3959399024002
21.0,TC20,975.8878291094235
22.0,TC01,1104.791920498645
22.0,TC02,1085.8588413033335
22.0,TC03,1235.2018196287347
22.0,TC04,1196.9396045630303
22.0,TC05,1104.9068152076368
22.0,TC06,1180.6740964700457
22.0,TC07,1114.8956415734901
22.0,TC08,1223.4615891876524
22.0,TC09,1159.9885791749805
22.0,TC10,1177.9525122230725
22.0,TC11,1231.8730278335072
22.0,TC12,1300.1467611277344
22.0,TC13,1226.2464284373734
22.0,TC14,1309.723397199492
22.0,TC15,1244.9575766903317
22.0,TC16,1241.61208030854
22.0,TC17,859.2005129511775
22.0,TC18,896.3316885670247
22.0,TC19,1068.2068282637542
22.0,TC20,978.1738628536319
23.0,TC01,1103.926996530355
23.0,TC02,1085.623272895726
23.0,TC03,1240.126499413972
23.0,TC04,1197.1115701554413
23.0,TC05,1107.0509998635644
23.0,TC06,1181.8196203424789
23.0,TC07,1113.8162049738914
23.0,TC08,1226.152360419416
23.0,TC09,1162.2226764339187
23.0,TC10,1177.9410687582508
23.0,TC11,1231.8193967887782
23.0,TC12,1298.6206823765876
23.0,TC13,1227.090356375587
23.0,TC14,1310.7106837659273
23.0,TC15,1245.2674763139314
23.0,TC16,1240.7159364743418
23.0,TC17,859.9019144147214
23.0,TC18,897.7549537539151
23.0,TC19,1069.401948565575
23.0,TC20,978.8948478448983
24.0,TC01,1105.2387355902233
24.0,TC02,1087.8213705768899
24.0,TC03,1237.4263639308817
24.0,TC04,1198.3598704934273
24.0,TC05,1105.523924623166
24.0,TC06,1179.499943855566
24.0,TC07,1113.2954240035224
24.0,TC08,1223.6114334107751
24.0,TC09,1160.3290179915334
24.0,TC10,1177.9235282179618
24.0,TC11,1232.29002385661
24.0,TC12,1297.7449340279143
24.0,TC13,1225.3454285700655
24.0,TC14,1307.3793365214956
24.0,TC15,1243.3695447045034
24.0,TC16,1242.5652089386624
24.0,TC17,857.843343573303
24.0,TC18,899.1495759430024
24.0,TC19,1069.5868504437763
24.0,TC20,975.6691871662305
25.0,TC01,1102.7376127637776
25.0,TC02,1084.5850195499352
25.0,TC03,1236.331746548004
25.0,TC04,1198.780351197578
25.0,TC05,1104.4817423015197
25.0,TC06,1181.5338849379043
25.0,TC07,1113.7761307390133
25.0,TC08,1225.5196832050558
25.0,TC09,1162.3072579110371
25.0,TC10,1179.5294181917245
25.0,TC11,1230.433204376268
25.0,TC12,1299.1041896214244
25.0,TC13,1226.6801856514282
25.0,TC14,1313.5670705949128
25.0,TC15,1245.2816318272019
25.0,TC16,1240.6789204660656
25.0,TC17,859.2421838292755
25.0,TC18,895.161517597323
25.0,TC19,1068.1114547530378
25.0,TC20,972.3500813715038
26.0,TC01,1106.365755040433
26.0,TC02,1086.4287698644134
26.0,TC03,1235.4227982025807
26.0,TC04,1198.3531591690364
26.0,TC05,1106.5191076709655
26.0,TC06,1177.7902190186198
26.0,TC07,1113.0969147535616
26.0,TC08,1225.0483674110067
26.0,TC09,1161.1484247240314
26.0,TC10,1176.6910365122642
26.0,TC11,1228.8336981532718
26.0,TC12,1297.8172559268442
26.0,TC13,1227.0161553008302
26.0,TC14,1311.913746001807
26.0,TC15,1247.3776585716967
26.0,TC16,1243.2862817553987
26.0,TC17,860.147611282191
26.0,TC18,897.1796325782304
26.0,TC19,1070.3115265294712
26.0,TC20,977.1064917387488
27.0,TC01,1107.3241353966973
27.0,TC02,1086.25461665584
27.0,TC03,1239.657368884869
27.0,TC04,1198.894117720992
27.0,TC05,1105.7127492666823
27.0,TC06,1178.9614848084764
27.0,TC07,1114.3790976436428
27.0,TC08,1224.3214392600835
27.0,TC09,1164.2866866363163
27.0,TC10,1178.547086001957
27.0,TC11,1230.5917765379168
27.0,TC12,1298.6181901071013
27.0,TC13,1227.6657513251675
27.0,TC14,1308.7422215541098
27.0,TC15,1244.7439815446726
27.0,TC16,1244.4600711630972
27.0,TC17,860.5405230647317
27.0,TC18,899.8740885709651
27.0,TC19,1070.7659564995774
27.0,TC20,976.2636107893169
28.0,TC01,1106.4872761898407
28.0,TC02,1083.7611170690736
28.0,TC03,1239.4488135922502
28.0,TC04,1200.8399030754244
28.0,TC05,1107.596113674437
28.0,TC06,1180.2378133114485
28.0,TC07,1113.7230833174942
28.0,TC08,1227.115419027858
28.0,TC09,1163.029186604238
28.0,TC10,1173.7985594119896
28.0,TC11,1230.1906090139476
28.0,TC12,1296.9588074277358
28.0,TC13,1226.2893480739558
28.0,TC14,1313.1774956658721
28.0,TC15,1245.5894199503803
28.0,TC16,1243.0152569466784
28.0,TC17,860.4636570433496
28.0,TC18,896.5314759655276
28.0,TC19,1066.9925576819355
28.0,TC20,975.8465689773305
29.0,TC01,1105.1462437127007
29.0,TC02,1085.7690851263421
29.0,TC03,1236.932471172645
29.0,TC04,1202.0573151128017
29.0,TC05,1108.5654371343187
29.0,TC06,1180.3643407351265
29.0,TC07,1113.820592200289
29.0,TC08,1225.4751358041399
29.0,TC09,1163.1468739271481
29.0,TC10,1178.1291791826602
29.0,TC11,1232.3090368682604
29.0,TC12,1299.3590660952975
29.0,TC13,1231.5440689822478
29.0,TC14,1311.4188804062146
29.0,TC15,1247.5139380588505
29.0,TC16,1240.9412063207976
29.0,TC17,859.5561768200306
29.0,TC18,901.4785813464193
29.0,TC19,1070.8122463102034
29.0,TC20,977.3992860543698
30.0,TC01,1109.4343837637791
30.0,TC02,1086.3735137533693
30.0,TC03,1239.254397366031
30.0,TC04,1200.8950032943737
30.0,TC05,1109.6347799217422
30.0,TC06,1178.4457836778356
30.0,TC07,1113.9983004973822
30.0,TC08,1226.1989872401787
30.0,TC09,1164.6446892176148
30.0,TC10,1179.1094682829453
30.0,TC11,1232.9197232879126
30.0,TC12,1297.199715858438
30.0,TC13,1228.1458030312194
30.0,TC14,1313.8846071063322
30.0,TC15,1245.784663793495
30.0,TC16,1242.726489595341
30.0,TC17,863.0257505903054
30.0,TC18,897.4876377240043
30.0,TC19,1068.7285589253552
30.0,TC20,974.8377293963703
31.0,TC01,1108.4518576052708
31.0,TC02,1088.1412689187875
31.0,TC03,1239.2501303071797
31.0,TC04,1198.799239691738
31.0,TC05,1105.264498997955
31.0,TC06,1177.8560656774082
31.0,TC07,1116.3372916613457
31.0,TC08,1226.7267375720478
31.0,TC09,1163.5385831613494
31.0,TC10,1179.029824632625
31.0,TC11,1230.2061631977233
31.0,TC12,1298.8226049988634
31.0,TC13,1227.2903315693138
31.0,TC14,1310.3591403698592
31.0,TC15,1247.6150216795122
31.0,TC16,1240.5500353433558
31.0,TC17,859.3011124318799
31.0,TC18,898.5705810740271
31.0,TC19,1070.0249896486428
31.0,TC20,974.9874337672496
32.0,TC01,1103.7583839901224
32.0,TC02,1087.4534166399042
32.0,TC03,1238.2948422991806
32.0,TC04,1201.5044188630632
32.0,TC05,1107.6960623859345
32.0,TC06,1181.297618615038
32.0,TC07,1113.3740576932958
32.0,TC08,1225.0616352405148
32.0,TC09,1160.710250737122
32.0,TC10,1177.7474357349574
32.0,TC11,1231.0968231389338
32.0,TC12,1301.3183409955893
32.0,TC13,1227.7016216961397
32.0,TC14,1315.4263453258454
32.0,TC15,1247.3820794008445
32.0,TC16,1243.7296842982823
32.0,TC17,860.9800318221057
32.0,TC18,898.8353163360813
32.0,TC19,1069.2106085862604
32.0,TC20,975.0993118817718
33.0,TC01,1105.1007986522613
33.0,TC02,1089.417031447797
33.0,TC03,1238.9939783714235
33.0,TC04,1202.0721471153256
33.0,TC05,1106.8033172094695
33.0,TC06,1179.1186201792589
33.0,TC07,1114.6440511841672
33.0,TC08,1225.0761503125107
33.0,TC09,1163.1022967168465
33.0,TC10,1176.6315206507072
33.0,TC11,1228.7512532409442
33.0,TC12,1300.2114693627843
33.0,TC13,1231.645206227655
33.0,TC14,1313.0317933772621
33.0,TC15,1247.4632900530114
33.0,TC16,1243.426653790744
33.0,TC17,861.3063819838345
33.0,TC18,897.08230718847
33.0,TC19,1069.1233949816062
33.0,TC20,979.1730679366893
34.0,TC01,1104.825606146972
34.0,TC02,1086.6488180216656
34.0,TC03,1240.141656557517
34.0,TC04,1200.0130257616422
34.0,TC05,1108.1265311223917
34.0,TC06,1180.3346721452945
34.0,TC07,1115.8206190544527
34.0,TC08,1227.8412280989837
34.0,TC09,1161.7478542025692
34.0,TC10,1177.1468307611085
34.0,TC11,1229.1905573361807
34.0,TC12,1300.6165023237545
34.0,TC13,1229.9011312194064
34.0,TC14,1316.3378811655516
34.0,TC15,1246.9433755954678
34.0,TC16,1243.3683601385708
34.0,TC17,861.589946615981
34.0,TC18,899.8311916083601
34.0,TC19,1070.143948120387
34.0,TC20,976.3495225467317
35.0,TC01,1106.6633751691252
35.0,TC02,1087.2741834849935
35.0,TC03,1238.4658811776746
35.0,TC04,1201.19748582097
35.0,TC05,1108.0159358513129
35.0,TC06,1178.9876256399966
35.0,TC07,1114.0093002160445
35.0,TC08,1226.3006549473266
35.0,TC09,1163.186615235706
35.0,TC10,1180.116213593005
35.0,TC11,1232.244915307044
35.0,TC12,1297.095850153916
35.0,TC13,1227.6857779116974
35.0,TC14,1313.6937954502127
35.0,TC15,1246.6956751519226
35.0,TC16,1245.957151602414
35.0,TC17,861.5468059988057
35.0,TC18,898.9874253775279
35.0,TC19,1069.6657681049596
35.0,TC20,977.1928827516764
36.0,TC01,1107.0181921915653
36.0,TC02,1087.4561550235271
36.0,TC03,1240.1090033586868
36.0,TC04,1197.9132985184874
36.0,TC05,1106.111304967957
36.0,TC06,1180.7746421565157
36.0,TC07,1115.9003924601757
36.0,TC08,1227.8945884496186
36.0,TC09,1162.4111930639422
36.0,TC10,1175.6127180325368
36.0,TC11,1231.5324366799023
36.0,TC12,1300.851625992195
36.0,TC13,1229.659485593126
36.0,TC14,1313.8586949776745
36.0,TC15,1249.0062122225067
36.0,TC16,1243.6878865064116
36.0,TC17,860.7921972081144
36.0,TC18,898.3088420933143
36.0,TC19,1068.7072252974426
36.0,TC20,975.3888634824923
37.0,TC01,1105.92908770846
37.0,TC02,1089.1743975329323
37.0,TC03,1239.882585875111
37.0,TC04,1199.5779477867156
37.0,TC05,1111.5580059263746
37.0,TC06,1180.358942676087
37.0,TC07,1117.204894328981
37.0,TC08,1229.2726084202002
37.0,TC09,1164.1396883717491
37.0,TC10,1178.6598645685453
37.0,TC11,1232.0076157149333
37.0,TC12,1300.746079063221
37.0,TC13,1227.8438993437437
37.0,TC14,1311.7284602816214
37.0,TC15,1245.8367450656744
37.0,TC16,1244.9354628427795
37.0,TC17,863.3673033885068
37.0,TC18,900.8559911438324
37.0,TC19,1072.4380099638809
37.0,TC20,976.8357408291444
38.0,TC01,1106.6031205258932
38.0,TC02,1087.400415646516
38.0,TC03,1239.7302653529973
38.0,TC04,1203.7257872836078
38.0,TC05,1107.5163311253848
38.0,TC06,1182.814253890845
38.0,TC07,1117.7084619496488
38.0,TC08,1227.8662607633064
38.0,TC09,1163.0754644449594
38.0,TC10,1178.594266721591
38.0,TC11,1231.1923095063637
38.0,TC12,1297.7248662094803
38.0,TC13,1229.714791166683
38.0,TC14,1312.9669884695436
38.0,TC15,1248.8937547468897
38.0,TC16,1243.4607903725832
38.0,TC17,861.4679455530919
38.0,TC18,900.3414119886924
38.0,TC19,1071.8588566427572
38.0,TC20,979.2340277908819
39.0,TC01,1107.5121359583536
39.0,TC02,1085.9926536805378
39.0,TC03,1239.826353240303
39.0,TC04,1199.6689577786897
39.0,TC05,1110.4976839283656
39.0,TC06,1181.6085747808215
39.0,TC07,1115.9396995277252
39.0,TC08,1231.1808163064343
39.0,TC09,1164.925401891957
39.0,TC10,1180.6008900857073
39.0,TC11,1232.7558326219696
39.0,TC12,1299.0434372615969
39.0,TC13,1229.9151022311507
39.0,TC14,1312.3028954532238
39.0,TC15,1250.303947932945
39.0,TC16,1245.1323941346964
39.0,TC17,863.6416562480648
39.0,TC18,899.141259087046
39.0,TC19,1070.1230366631091
39.0,TC20,979.2639012973043
40.0,TC01,1106.0617925249949
40.0,TC02,1087.4420059159047
40.0,TC03,1241.9972469448176
40.0,TC04,1200.2134316957643
40.0,TC05,1106.6703912396924
40.0,TC06,1179.0887662052105
40.0,TC07,1113.4521718832366
40.0,TC08,1229.3455126834754
40.0,TC09,1163.1393733206876
40.0,TC10,1184.041892618015
40.0,TC11,1235.4806823212257
40.0,TC12,1304.0945876383405
40.0,TC13,1231.9465193595718
40.0,TC14,1314.6640140446048
40.0,TC15,1246.767892452855
40.0,TC16,1244.7403024507528
40.0,TC17,863.0175185117258
40.0,TC18,901.6256397258178
40.0,TC19,1069.765316266419
40.0,TC20,978.1596969647163
41.0,TC01,1107.4203467388618
41.0,TC02,1088.074864773555
41.0,TC03,1238.0500362731752
41.0,TC04,1203.7600461985157
41.0,TC05,1108.6148695605916
41.0,TC06,1180.443216080083
41.0,TC07,1118.7288431759941
41.0,TC08,1229.9393504875882
41.0,TC09,1164.3494807688694
41.0,TC10,1177.726689929077
41.0,TC11,1232.6724123791455
41.0,TC12,1298.8989786995182
41.0,TC13,1231.3623793734466
41.0,TC14,1313.172740757058
41.0,TC15,1248.150012216018
41.0,TC16,1247.6086573129128
41.0,TC17,861.193944504062
41.0,TC18,901.0308974512606
41.0,TC19,1072.8038558001292
41.0,TC20,980.4481735588138
